Subjects,Valence_num,Valence,Noise,Pedestrians,Cars,Pupil,Neighbourhood_num,Neighbourhood,Socioeconomic_num,Socioeconomic,Sex_num
9,0,Negative,0.0396123734,0.7142857143,0.1428571429,2.077386598,2,StaAna,1,Middle,1
10,0,Negative,0.02259345784,0.7835051546,0.4845360825,2.88016621,2,StaAna,1,Middle,0
10,0,Negative,0.009573654759,0,1.536082474,3.278277065,2,StaAna,1,Middle,0
10,0,Negative,0.009357920259,0,1.164948454,3.160791726,2,StaAna,1,Middle,0
10,0,Negative,0.004942342988,0.587628866,1.731958763,2.933309779,2,StaAna,1,Middle,0
10,0,Negative,0.02143690786,0.8969072165,0.8969072165,3.039384287,2,StaAna,1,Middle,0
10,0,Negative,0.00438808117,0.0618556701,1.371134021,3.035028475,2,StaAna,1,Middle,0
10,1,Positive,0.00721845557,0,3.103092784,2.772108163,2,StaAna,1,Middle,0
10,0,Negative,0.00856513471,0,1.381443299,2.609307032,2,StaAna,1,Middle,0
10,0,Negative,0.009142158989,0,0.3092783505,2.973186576,2,StaAna,1,Middle,0
10,0,Negative,0.01342949484,0,0.9072164948,3.18248855,2,StaAna,1,Middle,0
10,0,Negative,0.01019244645,0,0,2.880125986,2,StaAna,1,Middle,0
10,1,Positive,0.005446700771,0,0,3.082015679,2,StaAna,1,Middle,0
10,0,Negative,0.05209911769,0.587628866,0.587628866,[],2,StaAna,1,Middle,0
10,1,Positive,0.002759775351,0,0,2.745027599,2,StaAna,1,Middle,0
10,0,Negative,0.01116245255,0,0.05154639175,3.007537829,2,StaAna,1,Middle,0
10,1,Positive,0.009654688534,0,0.2989690722,3.170117289,2,StaAna,1,Middle,0
10,1,Positive,0.004627388742,0.4329896907,1.371134021,3.140814665,2,StaAna,1,Middle,0
10,1,Positive,0.006103886972,0.9278350515,1.896907216,2.745825539,2,StaAna,1,Middle,0
10,0,Negative,0.01208540209,0.02040816327,0.01020408163,2.960237034,2,StaAna,1,Middle,0
11,0,Negative,0.0432850066,0,1.670103093,[],2,StaAna,1,Middle,0
11,1,Positive,0.01974747675,0,1.484536082,2.267000851,2,StaAna,1,Middle,0
11,1,Positive,0.02359213298,0.206185567,2.226804124,1.90979797,2,StaAna,1,Middle,0
11,0,Negative,0.01636660978,0.3195876289,1.237113402,[],2,StaAna,1,Middle,0
11,1,Positive,0.02129423758,0,0,2.151180215,2,StaAna,1,Middle,0
11,0,Negative,0.03689104769,0,0.4845360825,2.083766609,2,StaAna,1,Middle,0
11,0,Negative,0.01957271489,0,0,1.885694962,2,StaAna,1,Middle,0
11,0,Negative,0.04752939961,0,0,2.034315046,2,StaAna,1,Middle,0
11,1,Positive,0.02753298303,0,1.134020619,2.145481721,2,StaAna,1,Middle,0
11,1,Positive,0.0090763276,0.7525773196,0.8144329897,[],2,StaAna,1,Middle,0
11,1,Positive,0.01014125173,0.01030927835,0.01030927835,[],2,StaAna,1,Middle,0
11,1,Positive,0.01414047084,0.4329896907,1.556701031,[],2,StaAna,1,Middle,0
11,0,Negative,0.007529753561,0.05102040816,0.9081632653,[],2,StaAna,1,Middle,0
12,0,Negative,0.03353483907,0.1134020619,1.525773196,2.051575849,2,StaAna,1,Middle,1
12,0,Negative,0.02985025851,0.3505154639,0.6701030928,2.527996868,2,StaAna,1,Middle,1
12,1,Positive,0.01943189546,0,0.175257732,2.751059618,2,StaAna,1,Middle,1
12,0,Negative,0.04279481535,1,0,2.35,2,StaAna,1,Middle,1
12,0,Negative,0.02081580069,0,0.4948453608,2.204440444,2,StaAna,1,Middle,1
12,0,Negative,0.03307569489,0,0.6804123711,2.616085546,2,StaAna,1,Middle,1
12,0,Negative,0.02252861739,0.5154639175,0.5154639175,2.635658035,2,StaAna,1,Middle,1
12,0,Negative,0.01822026255,0.9690721649,1.051546392,2.640744767,2,StaAna,1,Middle,1
12,1,Positive,0.01803668931,0.3711340206,0.9896907216,[],2,StaAna,1,Middle,1
12,0,Negative,0.01905439255,2.12371134,0.9381443299,[],2,StaAna,1,Middle,1
12,0,Negative,0.01901328409,0.3298969072,0.1134020619,[],2,StaAna,1,Middle,1
12,0,Negative,0.02153545051,0.6082474227,0.5051546392,[],2,StaAna,1,Middle,1
12,0,Negative,0.03958923583,0.65,1.5,[],2,StaAna,1,Middle,1
13,1,Positive,0.01650055114,0,0.6979166667,2.589336481,3,Colon,2,High,0
13,0,Negative,0.0162956105,0.01030927835,0.9896907216,2.370900745,3,Colon,2,High,0
13,1,Positive,0.02296970943,0,0.2577319588,2.063779527,3,Colon,2,High,0
13,1,Positive,0.02036055959,0,0,2.14678336,3,Colon,2,High,0
13,0,Negative,0.02499202964,0,0.0618556701,2.61,3,Colon,2,High,0
13,1,Positive,0.01351823019,0,0.01030927835,2.157913303,3,Colon,2,High,0
13,1,Positive,0.00816960378,0,0.05154639175,2.302156925,3,Colon,2,High,0
13,1,Positive,0.01139183805,0.2268041237,0.6804123711,2.301006143,3,Colon,2,High,0
13,1,Positive,0.005993203186,0,0,2.490557632,3,Colon,2,High,0
13,0,Negative,0.02166264257,0,0.3608247423,[],3,Colon,2,High,0
13,0,Negative,0.008652426332,0,0.2680412371,2.312367121,3,Colon,2,High,0
13,0,Negative,0.02807830213,0,0,2.23,3,Colon,2,High,0
13,0,Negative,0.02105786366,0.01030927835,0,2.592004234,3,Colon,2,High,0
13,0,Negative,0.01700510102,0,0,2.221914631,3,Colon,2,High,0
13,1,Positive,0.02075587798,0.3917525773,0,2.426595663,3,Colon,2,High,0
13,0,Negative,0.01036945663,0.1134020619,0,2.046478859,3,Colon,2,High,0
13,0,Negative,0.04368350879,0.01030927835,0.05154639175,2.061466381,3,Colon,2,High,0
13,1,Positive,0.04820662529,0.0412371134,0.3402061856,1.973170009,3,Colon,2,High,0
13,1,Positive,0.0571119946,0.6391752577,0.01030927835,2.014129397,3,Colon,2,High,0
13,0,Negative,0.03059620073,0,0.1134020619,[],3,Colon,2,High,0
13,0,Negative,0.02179841494,0,0,2.070695079,3,Colon,2,High,0
13,0,Negative,0.02334682456,0.1428571429,0,[],3,Colon,2,High,0
14,1,Positive,0.002299649653,0.2268041237,1.670103093,4.598569858,3,Colon,2,High,1
14,1,Positive,0.002500944003,0,1.711340206,3.04044869,3,Colon,2,High,1
14,1,Positive,0.005467493423,0.6907216495,2.793814433,2.927377746,3,Colon,2,High,1
14,0,Negative,0.01821090832,0,0.1546391753,2.790257844,3,Colon,2,High,1
14,1,Positive,0.003989261639,0,1.092783505,2.56,3,Colon,2,High,1
14,1,Positive,0.001533163987,0,0.5360824742,3.074941154,3,Colon,2,High,1
14,1,Positive,0.008151225833,0.01030927835,1.18556701,3.701199032,3,Colon,2,High,1
14,0,Negative,0.02156497306,0.7731958763,2.309278351,3.194597712,3,Colon,2,High,1
14,0,Negative,0.01815698241,0.5360824742,2.587628866,3.165801458,3,Colon,2,High,1
14,1,Positive,0.007623980344,0.03092783505,1.639175258,3.449356129,3,Colon,2,High,1
14,0,Negative,0.02487426784,0.4329896907,1.051546392,3.026699678,3,Colon,2,High,1
14,0,Negative,0.03504427702,1,0,2.474573899,3,Colon,2,High,1
14,0,Negative,0.03982986958,1.113402062,1.927835052,2.495060957,3,Colon,2,High,1
14,0,Negative,0.01388625432,1.673469388,0.8673469388,2.447626758,3,Colon,2,High,1
15,1,Positive,0.02610546025,0,1.257731959,4.127189077,3,Colon,2,High,1
15,1,Positive,0.01694452891,0,2.917525773,2.865464651,3,Colon,2,High,1
15,1,Positive,0.01217775242,0.2164948454,0.03092783505,3.043332582,3,Colon,2,High,1
15,0,Negative,0.01171024847,0,0.2989690722,2.450920804,3,Colon,2,High,1
15,0,Negative,0.01747870568,0.8144329897,0.5257731959,3.075359621,3,Colon,2,High,1
15,1,Positive,0.00993861809,0.9587628866,2.804123711,2.920499911,3,Colon,2,High,1
15,1,Positive,0.02689077571,0.9793814433,1.041237113,3.134025472,3,Colon,2,High,1
15,1,Positive,0.02644386251,0,1.319587629,3.0563143,3,Colon,2,High,1
15,1,Positive,0.02527423918,0.01030927835,4.391752577,2.936366769,3,Colon,2,High,1
15,1,Positive,0.01446757473,0.0824742268,0.9072164948,2.965792886,3,Colon,2,High,1
15,0,Negative,0.00959580447,0.7422680412,0.1134020619,2.538426755,3,Colon,2,High,1
15,1,Positive,0.01918380169,0.7422680412,0.03092783505,[],3,Colon,2,High,1
15,0,Negative,0.02528513563,2.360824742,0.5567010309,2.268007659,3,Colon,2,High,1
15,0,Negative,0.01563720909,0.02040816327,0.612244898,2.362743887,3,Colon,2,High,1
16,1,Positive,0.01210447041,0,2.06185567,2.783083454,3,Colon,2,High,1
16,0,Negative,0.02230126971,0,1.103092784,2.965815859,3,Colon,2,High,1
16,1,Positive,0.01493067189,0.3402061856,2.319587629,2.394886454,3,Colon,2,High,1
16,0,Negative,0.02002419945,0.0206185567,1.907216495,2.322719075,3,Colon,2,High,1
16,0,Negative,0.01461777654,0,1.309278351,2.257560771,3,Colon,2,High,1
16,0,Negative,0.02226202873,0,3.144329897,2.214262955,3,Colon,2,High,1
16,0,Negative,0.01266065693,0,2.010309278,2.125446595,3,Colon,2,High,1
16,1,Positive,0.01446242577,0,1.824742268,2.323085948,3,Colon,2,High,1
16,1,Positive,0.01152438523,0,0.8041237113,2.530153916,3,Colon,2,High,1
16,1,Positive,0.01061105044,0.381443299,2.412371134,2.387661081,3,Colon,2,High,1
16,0,Negative,0.01146501201,0.1340206186,0.9072164948,2.365230385,3,Colon,2,High,1
16,1,Positive,0.01419260585,0.01030927835,3.288659794,2.206066111,3,Colon,2,High,1
16,1,Positive,0.008697463858,0.0206185567,1.226804124,[],3,Colon,2,High,1
16,1,Positive,0.009894204679,0.5154639175,2.24742268,2.437475941,3,Colon,2,High,1
16,0,Negative,0.02037146979,0,2.175257732,2.182593846,3,Colon,2,High,1
16,0,Negative,0.01833454363,0,0.9175257732,2.322883009,3,Colon,2,High,1
16,0,Negative,0.04100651426,1.969072165,1.082474227,2.169197894,3,Colon,2,High,1
16,0,Negative,0.01758764213,0.1030927835,0.6597938144,2.066395255,3,Colon,2,High,1
16,0,Negative,0.02955584119,0.206185567,0.3402061856,1.899035206,3,Colon,2,High,1
16,0,Negative,0.05121231616,0.34375,2.052083333,1.888123093,3,Colon,2,High,1
16,0,Negative,0.03560902166,0,0.9591836735,1.934384132,3,Colon,2,High,1
17,1,Positive,0.0204086925,0,0.1134020619,4.233819545,3,Colon,2,High,0
17,1,Positive,0.01617459795,0,0,2.58,3,Colon,2,High,0
17,1,Positive,0.01386224782,0,1.835051546,[],3,Colon,2,High,0
17,1,Positive,0.00743856673,0,0.1649484536,[],3,Colon,2,High,0
17,1,Positive,0.01086197117,0,0,2.308000412,3,Colon,2,High,0
17,0,Negative,0.01195847885,0,0,2.94,3,Colon,2,High,0
17,1,Positive,0.009145566111,0.05154639175,0.5670103093,2.842287917,3,Colon,2,High,0
17,1,Positive,0.006312808985,0,0.2268041237,[],3,Colon,2,High,0
17,0,Negative,0.01324303946,0,2.092783505,2.493641827,3,Colon,2,High,0
17,1,Positive,0.004639293636,0,0.4020618557,[],3,Colon,2,High,0
17,1,Positive,0.00482019231,0,0.5463917526,2.603612728,3,Colon,2,High,0
17,1,Positive,0.0111672514,0,0.03092783505,2.470799946,3,Colon,2,High,0
17,0,Negative,0.01036367313,0,0,3.669299942,3,Colon,2,High,0
17,1,Positive,0.01442515508,0.07216494845,0.3195876289,3.828405415,3,Colon,2,High,0
17,0,Negative,0.04465608042,0.4432989691,0.2886597938,3.826113183,3,Colon,2,High,0
17,0,Negative,0.0367938833,0,1.144329897,2.71413874,3,Colon,2,High,0
17,0,Negative,0.01454129951,0.4845360825,0.6391752577,2.86810449,3,Colon,2,High,0
17,0,Negative,0.03621903071,1.887755102,1.173469388,2.693469135,3,Colon,2,High,0
18,1,Positive,0.01140941188,0,0.412371134,3.288424695,3,Colon,2,High,0
18,0,Negative,0.01398158378,0,0.6597938144,3.100811619,3,Colon,2,High,0
18,1,Positive,0.006668250975,0,1.206185567,2.136571844,3,Colon,2,High,0
18,1,Positive,0.015043963,0,1.103092784,[],3,Colon,2,High,0
18,1,Positive,0.02288745715,0,0.1340206186,[],3,Colon,2,High,0
18,0,Negative,0.01547205026,0,0.0824742268,[],3,Colon,2,High,0
18,1,Positive,0.01735595815,0.0206185567,1.278350515,[],3,Colon,2,High,0
18,0,Negative,0.01619347177,0,0.3402061856,[],3,Colon,2,High,0
18,0,Negative,0.0166816913,0,0.6597938144,2.393153685,3,Colon,2,High,0
18,1,Positive,0.01550686904,0,0.0206185567,[],3,Colon,2,High,0
18,1,Positive,0.01667446531,0.175257732,0.2577319588,[],3,Colon,2,High,0
18,1,Positive,0.01951601192,0,0.1443298969,[],3,Colon,2,High,0
18,1,Positive,0.007823181065,0,0.9484536082,[],3,Colon,2,High,0
18,1,Positive,0.01093064506,0,0.8762886598,2.343144797,3,Colon,2,High,0
18,1,Positive,0.003272628965,0.5670103093,0.206185567,2.420775716,3,Colon,2,High,0
18,0,Negative,0.03447269659,0.8659793814,0.0206185567,[],3,Colon,2,High,0
18,0,Negative,0.01865560622,0.7525773196,0.01030927835,[],3,Colon,2,High,0
18,1,Positive,0.01474703308,0.4226804124,0,3.461718246,3,Colon,2,High,0
18,0,Negative,0.02168866958,0,0.09278350515,2.662793635,3,Colon,2,High,0
18,1,Positive,0.01456590157,1.082474227,0.2164948454,3.280646134,3,Colon,2,High,0
18,1,Positive,0.03439254596,0.4948453608,0.7113402062,[],3,Colon,2,High,0
18,1,Positive,0.02384062837,0.01030927835,0.175257732,[],3,Colon,2,High,0
18,0,Negative,0.02409220653,0.3,0.07,[],3,Colon,2,High,0
19,0,Negative,0.02229360783,0,0.21875,2.535525152,4,Bilbao,2,High,0
19,1,Positive,0.02163107859,0,0,2.216732523,4,Bilbao,2,High,0
19,1,Positive,0.02415792299,0,0.6701030928,2.16186114,4,Bilbao,2,High,0
19,1,Positive,0.009014669422,0,0,[],4,Bilbao,2,High,0
19,1,Positive,0.009100284536,0.1030927835,0.01030927835,[],4,Bilbao,2,High,0
19,1,Positive,0.01700738129,0.0618556701,0,[],4,Bilbao,2,High,0
19,1,Positive,0.003842298564,0,0.5773195876,[],4,Bilbao,2,High,0
19,1,Positive,0.0151823324,0,3.24742268,2.25,4,Bilbao,2,High,0
19,1,Positive,0.01046580198,0,0.2783505155,[],4,Bilbao,2,High,0
19,0,Negative,0.01892247084,0,1.989690722,[],4,Bilbao,2,High,0
19,0,Negative,0.01547859257,0,1.989690722,2.186716727,4,Bilbao,2,High,0
19,0,Negative,0.01835190798,0.01030927835,1.989690722,[],4,Bilbao,2,High,0
19,0,Negative,0.01824563679,0.206185567,1.587628866,[],4,Bilbao,2,High,0
19,0,Negative,0.02095564937,0,0,[],4,Bilbao,2,High,0
19,0,Negative,0.02422982969,0.1134020619,0,[],4,Bilbao,2,High,0
19,0,Negative,0.07192577556,0.7835051546,0.2680412371,[],4,Bilbao,2,High,0
19,0,Negative,0.01472536516,0.1443298969,0.7319587629,[],4,Bilbao,2,High,0
19,0,Negative,0.03000215695,1.142857143,0.2755102041,[],4,Bilbao,2,High,0
20,1,Positive,0.0321421852,0.1443298969,0.8144329897,3.213250747,4,Bilbao,2,High,0
20,1,Positive,0.03111769749,0.01030927835,0.09278350515,2.833597592,4,Bilbao,2,High,0
20,1,Positive,0.007728289691,0,0,2.805767747,4,Bilbao,2,High,0
20,1,Positive,0.009460152013,0,0.7319587629,2.782609235,4,Bilbao,2,High,0
20,1,Positive,0.01738033388,0,0.1030927835,2.888019957,4,Bilbao,2,High,0
20,0,Negative,0.01934150941,0,0.07216494845,2.60089697,4,Bilbao,2,High,0
20,1,Positive,0.01088066995,0,0.4639175258,2.916314575,4,Bilbao,2,High,0
20,1,Positive,0.004527523621,0.03092783505,0.0206185567,2.646389849,4,Bilbao,2,High,0
20,1,Positive,0.008903248024,0.0412371134,0.6804123711,2.716286805,4,Bilbao,2,High,0
20,0,Negative,0.008936677565,0,1.340206186,2.512412587,4,Bilbao,2,High,0
20,1,Positive,0.007737592092,0,2.298969072,2.943135408,4,Bilbao,2,High,0
20,1,Positive,0.01301360573,0,1.969072165,2.939662798,4,Bilbao,2,High,0
20,0,Negative,0.02398503639,0.4020618557,0.7731958763,2.999949567,4,Bilbao,2,High,0
20,0,Negative,0.02717632464,0.1649484536,1.329896907,2.899829449,4,Bilbao,2,High,0
20,1,Positive,0.01619786422,0,0.2783505155,3.027916201,4,Bilbao,2,High,0
20,0,Negative,0.01956762543,0.4845360825,0.587628866,2.72,4,Bilbao,2,High,0
20,0,Negative,0.01324540724,0.7319587629,2.865979381,2.771398792,4,Bilbao,2,High,0
20,0,Negative,0.03430871433,0,4.556701031,2.593116373,4,Bilbao,2,High,0
20,0,Negative,0.03410663104,0.806122449,0.3571428571,2.701148626,4,Bilbao,2,High,0
21,0,Negative,0.03212002799,0,0.175257732,2.226962548,4,Bilbao,2,High,0
21,1,Positive,0.02644481264,0,0.3917525773,[],4,Bilbao,2,High,0
21,0,Negative,0.01294363608,0,1.072164948,2.160217641,4,Bilbao,2,High,0
21,1,Positive,0.01281973405,0,0.9381443299,[],4,Bilbao,2,High,0
21,1,Positive,0.01252348377,0,1.577319588,2.362987418,4,Bilbao,2,High,0
21,1,Positive,0.002863679149,0,1.381443299,2.2,4,Bilbao,2,High,0
21,1,Positive,0.004764227927,0,1.659793814,1.993653506,4,Bilbao,2,High,0
21,1,Positive,0.01620129174,0.6597938144,0.4639175258,2.010516005,4,Bilbao,2,High,0
21,1,Positive,0.01278104548,0,2.18556701,2.37,4,Bilbao,2,High,0
21,0,Negative,0.01174437542,0,1.453608247,2.532946366,4,Bilbao,2,High,0
21,1,Positive,0.02852531718,0,2.103092784,2.354388219,4,Bilbao,2,High,0
21,1,Positive,0.02485203084,0,1.649484536,2.089181178,4,Bilbao,2,High,0
21,1,Positive,0.02156015331,0.03092783505,2.144329897,2.181992216,4,Bilbao,2,High,0
21,1,Positive,0.02151178115,0.0206185567,2.381443299,2.179386334,4,Bilbao,2,High,0
21,0,Negative,0.02314123633,0.3092783505,1.412371134,[],4,Bilbao,2,High,0
21,1,Positive,0.0406156381,0.3298969072,1.855670103,2.328737165,4,Bilbao,2,High,0
21,0,Negative,0.0345360091,0,1.051546392,[],4,Bilbao,2,High,0
21,1,Positive,0.02285130346,0.2244897959,0.3571428571,[],4,Bilbao,2,High,0
22,1,Positive,0.01185260066,0,0.5051546392,[],4,Bilbao,2,High,1
22,1,Positive,0.01621546407,0,0.09278350515,2.361584078,4,Bilbao,2,High,1
22,1,Positive,0.01720182863,0,1.505154639,2.458219831,4,Bilbao,2,High,1
22,1,Positive,0.003617439216,0.1958762887,1.12371134,2.460108505,4,Bilbao,2,High,1
22,1,Positive,0.01158500072,0.07216494845,1.360824742,2.463902213,4,Bilbao,2,High,1
22,0,Negative,0.02211307428,0.5979381443,1.865979381,[],4,Bilbao,2,High,1
22,1,Positive,0.01385645759,0.01030927835,0.6701030928,[],4,Bilbao,2,High,1
22,1,Positive,0.02112620146,0.0206185567,1.845360825,2.601843839,4,Bilbao,2,High,1
22,1,Positive,0.02580967261,0.8659793814,2.072164948,2.470332256,4,Bilbao,2,High,1
22,0,Negative,0.06487290643,0.3917525773,5.082474227,2.36,4,Bilbao,2,High,1
22,1,Positive,0.01742378343,0.2886597938,1.360824742,[],4,Bilbao,2,High,1
22,0,Negative,0.04993507915,0.5051546392,2.134020619,2.111334153,4,Bilbao,2,High,1
22,1,Positive,0.05180084404,2.744897959,0.4591836735,2.126753743,4,Bilbao,2,High,1
23,1,Positive,0.04025205264,0,0,3.192671604,4,Bilbao,2,High,1
23,1,Positive,0.02478207827,0,0,2.834458578,4,Bilbao,2,High,1
23,1,Positive,0.02984823518,0,0.0824742268,2.758302617,4,Bilbao,2,High,1
23,0,Negative,0.01699260945,0,0.1443298969,[],4,Bilbao,2,High,1
23,0,Negative,0.02580440407,0.03092783505,0.2680412371,2.626851755,4,Bilbao,2,High,1
23,1,Positive,0.01608127213,0,0.01030927835,2.563582489,4,Bilbao,2,High,1
23,0,Negative,0.01934820903,0,0.01030927835,2.613833162,4,Bilbao,2,High,1
23,1,Positive,0.03443109906,0,0.5360824742,2.42071417,4,Bilbao,2,High,1
23,1,Positive,0.0117863895,0,0.7010309278,2.789479784,4,Bilbao,2,High,1
23,0,Negative,0.01466158655,0,0.5463917526,2.561576836,4,Bilbao,2,High,1
23,1,Positive,0.02126383619,0,1.072164948,2.522116606,4,Bilbao,2,High,1
23,0,Negative,0.0105987433,0,1.680412371,2.557177987,4,Bilbao,2,High,1
23,1,Positive,0.01605424292,1.309278351,0,[],4,Bilbao,2,High,1
23,0,Negative,0.004048772237,0,0.09278350515,3.106321226,4,Bilbao,2,High,1
23,0,Negative,0.01060590487,0,1.113402062,2.466676618,4,Bilbao,2,High,1
23,1,Positive,0.005682472757,0,0.0206185567,2.459912765,4,Bilbao,2,High,1
23,0,Negative,0.01165774914,0,2.618556701,2.515007558,4,Bilbao,2,High,1
23,1,Positive,0.02610292422,0,1.175257732,2.577368495,4,Bilbao,2,High,1
23,0,Negative,0.03385696376,0,2.835051546,2.72486623,4,Bilbao,2,High,1
23,0,Negative,0.01254161582,0.7010309278,2.907216495,2.605764959,4,Bilbao,2,High,1
23,0,Negative,0.03556705218,0,0.4845360825,2.505647628,4,Bilbao,2,High,1
23,0,Negative,0.04789959523,0.01030927835,0,2.65,4,Bilbao,2,High,1
